Datetime,Open,High,Low,Close,Volume
2025-01-28 14:30:00+00:00,194.13009643554688,196.52999877929688,192.61000061035156,196.25999450683594,4416603
2025-01-28 15:30:00+00:00,196.25999450683594,197.07000732421875,195.66000366210938,196.27999877929688,1707822
2025-01-28 16:30:00+00:00,196.27000427246094,197.11000061035156,195.6999969482422,196.66000366210938,1128480
2025-01-28 17:30:00+00:00,196.6417999267578,196.83999633789062,196.38999938964844,196.6199951171875,995656
2025-01-28 18:30:00+00:00,196.6300048828125,196.99000549316406,196.50559997558594,196.61000061035156,902638
2025-01-28 19:30:00+00:00,196.6199951171875,197.22999572753906,196.39840698242188,196.92999267578125,1594457
2025-01-28 20:30:00+00:00,196.9499969482422,197.22000122070312,196.24000549316406,197.00999450683594,1889514
2025-01-29 14:30:00+00:00,197.36000061035156,198.0399932861328,195.19000244140625,195.75999450683594,2607191
2025-01-29 15:30:00+00:00,195.74000549316406,196.77999877929688,195.69000244140625,196.52999877929688,938410
2025-01-29 16:30:00+00:00,196.52999877929688,197.0850067138672,196.375,196.91000366210938,1929907
2025-01-29 17:30:00+00:00,196.89999389648438,196.90370178222656,195.97999572753906,196.7949981689453,0
2025-01-29 18:30:00+00:00,196.80499267578125,197.13999938964844,196.22000122070312,196.9600067138672,1203653
2025-01-29 19:30:00+00:00,196.92999267578125,198.45950317382812,196.76499938964844,198.13999938964844,1560602
2025-01-29 20:30:00+00:00,198.16000366210938,198.27999877929688,196.66000366210938,197.14999389648438,1342611
2025-01-30 14:30:00+00:00,199.75999450683594,203.2384033203125,199.75999450683594,201.6334991455078,4005699
2025-01-30 15:30:00+00:00,201.5800018310547,201.8000030517578,199.47999572753906,201.3000030517578,1519990
2025-01-30 16:30:00+00:00,201.2899932861328,202.02000427246094,201.0,201.07000732421875,1017878
2025-01-30 17:30:00+00:00,201.08999633789062,201.69000244140625,200.8800048828125,201.4600067138672,789198
2025-01-30 18:30:00+00:00,201.49000549316406,202.36000061035156,201.4600067138672,202.02000427246094,997467
2025-01-30 19:30:00+00:00,202.01300048828125,203.05999755859375,201.75,202.74000549316406,1365511
2025-01-30 20:30:00+00:00,202.7100067138672,202.97999572753906,201.94000244140625,202.60000610351562,2482182
2025-01-31 14:30:00+00:00,203.79800415039062,206.63999938964844,203.5800018310547,205.83999633789062,3808814
2025-01-31 15:30:00+00:00,205.82000732421875,206.77999877929688,205.77999877929688,206.1699981689453,1535299
2025-01-31 16:30:00+00:00,206.14999389648438,206.82000732421875,205.9499969482422,206.22000122070312,1327110
2025-01-31 17:30:00+00:00,206.22500610351562,207.0800018310547,205.89999389648438,206.5399932861328,1335035
2025-01-31 18:30:00+00:00,206.5,207.0500030517578,205.97999572753906,206.5200958251953,1418521
2025-01-31 19:30:00+00:00,206.52000427246094,206.72000122070312,204.8699951171875,205.14999389648438,1864364
2025-01-31 20:30:00+00:00,205.14999389648438,206.14999389648438,205.0,205.52000427246094,2064771
2025-02-03 14:30:00+00:00,202.21499633789062,204.5,201.66000366210938,203.99000549316406,5239249
2025-02-03 15:30:00+00:00,203.94500732421875,205.2100067138672,203.22000122070312,204.6654052734375,1834647
2025-02-03 16:30:00+00:00,204.66000366210938,205.22000122070312,203.85000610351562,204.1938018798828,1077337
2025-02-03 17:30:00+00:00,204.1999969482422,204.6300048828125,203.66189575195312,204.44000244140625,1104314
2025-02-03 18:30:00+00:00,204.47000122070312,204.6728057861328,203.97999572753906,204.2100067138672,1028879
2025-02-03 19:30:00+00:00,204.22999572753906,204.27000427246094,203.44000244140625,203.57000732421875,1158915
2025-02-03 20:30:00+00:00,203.58999633789062,203.75,202.4199981689453,202.6300048828125,1594429
2025-02-04 14:30:00+00:00,204.5,207.2899932861328,204.25999450683594,207.1634979248047,4968667
2025-02-04 15:30:00+00:00,207.1999969482422,208.22999572753906,206.64999389648438,207.35000610351562,2374361
2025-02-04 16:30:00+00:00,207.3300018310547,207.375,205.6199951171875,205.78500366210938,2134059
2025-02-04 17:30:00+00:00,205.80499267578125,207.49000549316406,205.52999877929688,207.1300048828125,1668798
2025-02-04 18:30:00+00:00,207.09080505371094,207.1300048828125,206.3300018310547,206.9149932861328,1564197
2025-02-04 19:30:00+00:00,206.9499969482422,207.93099975585938,206.60000610351562,207.0800018310547,2659070
2025-02-04 20:30:00+00:00,207.07000732421875,208.6999969482422,206.94000244140625,207.75999450683594,3638967
2025-02-05 14:30:00+00:00,192.86500549316406,194.54989624023438,189.91000366210938,190.27000427246094,17462324
2025-02-05 15:30:00+00:00,190.24000549316406,191.67100524902344,189.9700927734375,191.4949951171875,5354565
2025-02-05 16:30:00+00:00,191.47999572753906,193.32000732421875,191.31700134277344,192.5,4242302
2025-02-05 17:30:00+00:00,192.50999450683594,193.30499267578125,192.0500030517578,192.30999755859375,2973057
2025-02-05 18:30:00+00:00,192.31500244140625,193.16000366210938,191.55999755859375,191.7451934814453,2813543
2025-02-05 19:30:00+00:00,191.75,192.4700927734375,191.35000610351562,192.2198944091797,3330469
2025-02-05 20:30:00+00:00,192.1999969482422,193.52999877929688,191.52000427246094,193.3000030517578,4432809
2025-02-06 14:30:00+00:00,191.11000061035156,193.1699981689453,190.49000549316406,192.19000244140625,6854412
2025-02-06 15:30:00+00:00,192.17999267578125,192.8699951171875,191.72000122070312,192.5500030517578,2741784
2025-02-06 16:30:00+00:00,192.55999755859375,192.82000732421875,192.20120239257812,192.44009399414062,1640063
2025-02-06 17:30:00+00:00,192.47000122070312,193.4499969482422,192.31100463867188,193.32440185546875,1552559
2025-02-06 18:30:00+00:00,193.3300018310547,193.8300018310547,192.97000122070312,193.14500427246094,1563711
2025-02-06 19:30:00+00:00,193.16000366210938,193.3000030517578,192.1199951171875,192.63180541992188,1827803
2025-02-06 20:30:00+00:00,192.64999389648438,193.75,192.57000732421875,193.3350067138672,1972300
2025-02-07 14:30:00+00:00,192.7050018310547,193.01499938964844,187.8800048828125,188.14999389648438,8015159
2025-02-07 15:30:00+00:00,188.1199951171875,188.67999267578125,186.88999938964844,187.31619262695312,4244230
2025-02-07 16:30:00+00:00,187.34750366210938,187.49000549316406,185.11000061035156,185.44500732421875,3875821
2025-02-07 17:30:00+00:00,185.44000244140625,187.83999633789062,185.22000122070312,187.82850646972656,2476479
2025-02-07 18:30:00+00:00,187.80999755859375,188.17999267578125,186.8699951171875,187.3699951171875,2290224
2025-02-07 19:30:00+00:00,187.3699951171875,187.7899932861328,187.10000610351562,187.1237030029297,2085096
2025-02-07 20:30:00+00:00,187.1199951171875,187.4600067138672,186.89999389648438,187.19000244140625,2508441
2025-02-10 14:30:00+00:00,189.05999755859375,189.99000549316406,187.61000061035156,189.60000610351562,4461506
2025-02-10 15:30:00+00:00,189.60000610351562,189.89999389648438,188.82000732421875,188.97999572753906,1750732
2025-02-10 16:30:00+00:00,189.0,189.19740295410156,187.82000732421875,187.92660522460938,1432141
2025-02-10 17:30:00+00:00,187.93499755859375,188.61000061035156,187.89999389648438,188.52000427246094,1184283
2025-02-10 18:30:00+00:00,188.52000427246094,188.60989379882812,188.25,188.35780334472656,1030038
2025-02-10 19:30:00+00:00,188.33999633789062,188.54910278320312,188.25999450683594,188.39999389648438,1252259
2025-02-10 20:30:00+00:00,188.40499877929688,188.47999572753906,187.92999267578125,188.1999969482422,1574956
2025-02-11 14:30:00+00:00,186.8350067138672,188.8000030517578,186.55999755859375,188.1199951171875,2703596
2025-02-11 15:30:00+00:00,188.1199951171875,188.37010192871094,186.32000732421875,186.86000061035156,1757671
